"","Industry","ESG_Overall","Revenue","MarketCap","GrowthRate","WaterUsage","CarbonEmissions"
"395","Healthcare",63.1,9478.2,15159.4,0.7,858009.2,858009.2
"396","Healthcare",64.6,10538.8,10314.9,11.2,921951.6,921951.6
"397","Manufacturing",57.3,1390.5,3468.3,9.7,608049.4,456037
"398","Manufacturing",57.9,1429.8,1079.8,2.8,619450.8,464588.1
"399","Manufacturing",59.1,1520.2,5307.9,6.3,659045,494283.7
"400","Manufacturing",60.5,1664.3,2976.8,9.5,723869.7,542902.3
"401","Energy",65.8,3562.6,14818.2,-3.1,886548.8,2955162.7
"402","Energy",66.2,2993.9,10791.6,-16,741569.1,2471897.1
"403","Energy",64.9,2564.4,8369.8,-14.3,636561.4,2121871.5
"404","Energy",64.8,2230.7,2914,-13,553876.3,1846254.4
"405","Retail",59.3,1189.7,995.4,-5,55810.6,111621.1
"406","Retail",60.8,1370.3,850.5,15.2,64306.3,128612.5
"407","Retail",60.3,1493.7,279.9,9,70110.8,140221.5
"408","Retail",62.5,1463.2,282.1,-2,66660.6,133321.2
"409","Retail",54.3,1155.4,1177.5,-0.1,38771.2,77542.4
"410","Retail",55.8,1017.8,2033.3,-11.9,32388.2,64776.3
"411","Retail",57.5,1178.2,1891.2,15.8,37268.5,74536.9
"412","Retail",57.5,1304.8,1112.2,10.7,40854.2,81708.4
"413","Technology",70.1,7693.9,54760.8,16.6,152999.9,254999.8
"414","Technology",70.7,8661,87550.6,12.6,171284.3,285473.9
"415","Technology",72.6,9183.3,85307.8,6,174789.4,291315.7
"416","Technology",72.6,9998.8,84911.5,8.9,191614,319356.7
"417","Finance",50.6,34040.5,42349.8,10.3,190781.9,381563.8
"418","Finance",51.6,37057.4,86806.6,8.9,199529.5,399059.1
"419","Finance",53.6,39921.7,43503.2,7.7,208309.5,416618.9
"420","Finance",52.2,38918.8,76714.3,-2.5,203345.1,406690.2
"421","Manufacturing",70.4,2894.2,3244.4,8.6,1298747,974060.3
"422","Manufacturing",68.7,2876.3,11208.4,-0.6,1300187.9,975140.9
"423","Manufacturing",70.2,2970.7,8157.7,3.3,1320203.7,990152.8
"424","Manufacturing",69.4,3263,13584.6,9.8,1455142,1091356.5
"425","Finance",62.1,14836.8,44555.3,2.5,74184.1,148368.3
"426","Finance",62,14837.3,47190,0,74186.5,148373.1
"427","Finance",62,14828.8,40839,-0.1,74144,148287.9
"428","Finance",62.4,17816.2,42929,20.1,89081.2,178162.4
"429","Healthcare",73.4,17122.6,31674.9,3.6,1224278.9,1224278.9
"430","Healthcare",74.7,19322.2,13957.7,12.8,1391588.1,1391588.1
"431","Healthcare",76.3,21365.5,16591.9,10.6,1528677.2,1528677.2
"432","Healthcare",76.9,23168,16796.7,8.4,1626109.3,1626109.3
"433","Energy",56,5877,16300,8,1434051,4780169.9
"434","Energy",55.7,5173.7,19009.1,-12,1273896.2,4246320.7
"435","Energy",58.7,4922.5,12938.3,-4.9,1182349.8,3941165.9
"436","Energy",61.6,4129.6,9178.3,-16.1,952598,3175326.7
"437","Healthcare",26.9,3017.2,12964.2,4.4,244118.7,244118.7
"438","Healthcare",26.1,3885.5,9999.4,28.8,316975.4,316975.4
"439","Healthcare",25.9,3907.6,11512,0.6,316326.5,316326.5
"440","Healthcare",26.6,4373.5,14376.3,11.9,349991.9,349991.9
"441","Finance",43.8,885.1,1689.9,1.7,4446.8,8893.5
"442","Finance",44.3,979.5,2092.7,10.7,4897.4,9794.9
"443","Finance",43.2,1099.6,2122.4,12.3,5497.9,10995.7
"444","Finance",43.8,1068,3371.7,-2.9,5340.1,10680.3
"445","Retail",57.9,517.4,1335.7,17.4,25230.4,50460.8
"446","Retail",58.8,536.6,2119.3,3.7,25746.1,51492.2
"447","Retail",60,593.6,37.2,10.6,28523.8,57047.6
"448","Retail",60.6,593.1,1785.3,-0.1,28448.8,56897.6
"449","Manufacturing",26.9,4330.3,5507.3,12,1849868.7,1387401.5
"450","Manufacturing",26.9,5335.3,5695.4,23.2,2257933,1693449.8
"451","Manufacturing",27.4,6008.9,6511.1,12.6,2506369.5,1879777.1
"452","Manufacturing",28,6715.5,10210.2,11.8,2741321,2055990.7
"453","Energy",76.9,1257.2,1015.3,-23.1,246827.1,822756.9
"454","Energy",75.7,1115,4207.1,-11.3,221913,739709.9
"455","Energy",76.8,975.3,2849.2,-12.5,186955.3,623184.4
"456","Energy",77.3,754.7,43.2,-22.6,140612.2,468707.4
"457","Consumer Goods",60.5,350.6,944.9,0.5,78003.5,62402.8
"458","Consumer Goods",63.3,366,526.4,4.4,79743.1,63794.5
"459","Consumer Goods",66,385.2,839.8,5.3,80961.3,64769.1
"460","Consumer Goods",66.3,337,393.2,-12.5,68959.7,55167.8
"461","Retail",47.6,330.6,170.4,-20.2,14241.8,28483.6
"462","Retail",48,338.5,65.2,2.4,14335.8,28671.7
"463","Retail",49.9,358.9,978.2,6,14997.6,29995.2
"464","Retail",50.1,386.8,1054.6,7.8,16257.5,32515
"465","Retail",70.7,1072.8,2302.3,-7.5,48444.7,96889.4
"466","Retail",70.7,1046.3,1685.4,-2.5,47345.5,94691
"467","Retail",72.6,1175.8,3778.3,12.4,52696.2,105392.3
"468","Retail",73,1302.8,3484.7,10.8,57175.8,114351.5
"469","Retail",71.1,930.4,667.8,-8.5,26154.8,52309.5
"470","Retail",69.3,946.2,498.6,1.7,26400.8,52801.6
"471","Retail",68.2,968.6,125.6,2.4,28408.4,56816.7
"472","Retail",68.1,1054.9,419.7,8.9,31654.5,63309.1
"473","Consumer Goods",38.1,1148.9,1874.9,-6.7,225866.7,180693.4
"474","Consumer Goods",38.9,989.2,2070.1,-13.9,192833.8,154267
"475","Consumer Goods",39.6,1050.8,1839.4,6.2,201866.3,161493.1
"476","Consumer Goods",42.2,1091.5,2519.7,3.9,206744.3,165395.4
"477","Consumer Goods",57.7,2575.9,1164.2,11.7,503346.4,402677.1
"478","Consumer Goods",58.7,3045.9,735.2,18.2,583974.8,467179.8
"479","Consumer Goods",57.9,3533.4,1482.9,16,674437.1,539549.7
"480","Consumer Goods",58.7,3631.9,5362,2.8,682938.8,546351
"481","Retail",49.9,760.8,132.7,1.4,36884.1,73768.1
"482","Retail",52.2,804.3,270.4,5.7,37868.7,75737.4
"483","Retail",53.5,750.6,87.6,-6.7,34917.9,69835.8
"484","Retail",55.9,763.9,17.5,1.8,34535.6,69071.1
"485","Energy",59.1,7275,32772.5,20.2,1898841.9,6329472.8
"486","Energy",60.5,7273.7,327.7,0,1844182.4,6147274.8
"487","Energy",60.5,8511.4,1730.5,17,2180464.3,7268214.4
"488","Energy",60,9315.1,17532.6,9.4,2373973.4,7913244.5
"489","Technology",63.5,78027,404011.2,24.2,1170404.8,1950674.7
"490","Technology",63.3,98554.3,290926.9,26.3,1478313.8,2463856.4
"491","Technology",64.6,108393.6,524589.4,10,1625903.6,2709839.3
"492","Technology",64.1,137883,821387,27.2,2068245.3,3447075.5
"493","Manufacturing",38.2,1407.1,1124.6,2.8,463744.9,347808.7
"494","Manufacturing",39.1,1263.2,1691.3,-10.2,410322,307741.5
"495","Manufacturing",40.2,1288.9,2904.2,2,403064.4,302298.3
"496","Manufacturing",40.2,1321.9,1496.6,2.6,422295.7,316721.8
"497","Finance",39.8,4863.8,2515.2,25.1,25458.2,50916.4
"498","Finance",39.7,5145.4,2219,5.8,26992,53983.9
"499","Finance",41.7,6030.3,3021.8,17.2,30151.3,60302.5
"500","Finance",41.9,5626.2,27749.7,-6.7,28196.6,56393.1
"501","Manufacturing",43.9,3279.2,12804.5,-0.9,1353066.1,1014799.6
"502","Manufacturing",45.1,3463.9,2487,5.6,1430743.6,1073057.7
"503","Manufacturing",46.2,3821.9,5207.2,10.3,1572451.9,1179338.9
"504","Manufacturing",47,4331.6,4147.4,13.3,1769281.6,1326961.2
"505","Consumer Goods",60.9,2492,5303.8,-2.9,418104.5,334483.6
"506","Consumer Goods",61,2760.7,2882.1,10.8,462162.7,369730.1
"507","Consumer Goods",60.3,3085.4,4696.9,11.8,524049,419239.2
"508","Consumer Goods",59.8,3575.1,3317.3,15.9,612323.5,489858.8
"509","Utilities",33.9,762.2,214.1,1.2,323525.6,517641
"510","Utilities",34.9,748.9,211.2,-1.8,324000.6,518401
"511","Utilities",35.8,654.3,303.3,-12.6,284256.8,454810.9
"512","Utilities",36.6,713.5,277.9,9,304842,487747.3
"513","Healthcare",47.5,1940.4,4218,11.5,151850.5,151850.5
"514","Healthcare",49.6,2037.5,3530.8,5,155408.7,155408.7
"515","Healthcare",50.9,2248.7,3301,10.4,162876.6,162876.6
"516","Healthcare",50.5,2423.2,5235.5,7.8,176313,176313
"517","Manufacturing",33.9,2465,11266.8,-10.9,1074914.6,806185.9
"518","Manufacturing",33.5,2292,9817.5,-7,996803.6,747602.7
"519","Manufacturing",32.7,1876.4,9445.1,-18.1,813213.5,609910.1
"520","Manufacturing",33.6,1816.2,3717.2,-3.2,781098.4,585823.8
"521","Finance",72.8,35455.9,66175.7,5.6,212617.3,425234.7
"522","Finance",72.4,33810,84446.1,-4.6,205336.5,410672.9
"523","Finance",72.4,33969.1,72817.6,0.5,204239.2,408478.3
"524","Finance",72.7,36281.3,79537.4,6.8,215078.4,430156.9
"525","Consumer Goods",65.3,879.1,475.4,-16.3,138767.2,111013.7
"526","Consumer Goods",66,905.2,1538.4,3,139948.8,111959.1
"527","Consumer Goods",66.7,757.8,1544.9,-16.3,112790.2,90232.2
"528","Consumer Goods",65.3,749.5,834.2,-1.1,112035.5,89628.4
"529","Consumer Goods",70.4,892.5,1079,7.6,220574.4,176459.6
"530","Consumer Goods",71.3,879.7,568.7,-1.4,214831.6,171865.2
"531","Consumer Goods",70.4,843,365.8,-4.2,204843.8,163875
"532","Consumer Goods",71.7,840.5,4160.2,-0.3,201810.2,161448.2
"533","Healthcare",67.9,7671.1,23131,4.6,479048.1,479048.1
"534","Healthcare",68.3,8772.5,21869.8,14.4,549974.3,549974.3
"535","Healthcare",69.5,9866.4,21461.4,12.5,622130.8,622130.8
"536","Healthcare",68.5,9486.5,15426.6,-3.9,585666.1,585666.1
"537","Transportation",52.3,1539.9,168.4,15.6,153168.9,919013.4
"538","Transportation",53.7,1472.1,162.3,-4.4,147090.1,882540.6
"539","Transportation",52.5,1570.4,793.5,6.7,157824.7,946947.9
"540","Transportation",54.2,1673.3,808.1,6.6,165772.8,994636.8
"541","Manufacturing",51.9,883,794.8,16.6,295002.8,221252.1
"542","Manufacturing",53.5,1092.7,1987.8,23.8,358372.9,268779.7
"543","Manufacturing",53.3,1117.7,1649.5,2.3,370783.2,278087.4
"544","Manufacturing",54.7,1033.5,1097.2,-7.5,341763.4,256322.6
"545","Manufacturing",46.7,877.2,339,0.5,365136.4,273852.3
"546","Manufacturing",46.2,820.6,359.8,-6.4,335733.3,251800
"547","Manufacturing",47.7,797.6,969.1,-2.8,322225.1,241668.8
"548","Manufacturing",49.7,879.9,746.6,10.3,352554.2,264415.6
"549","Energy",47.8,7092.5,5166.5,-4.2,1787268.6,5957561.9
"550","Energy",49,5842.1,5751.3,-17.6,1477991.8,4926639.2
"551","Energy",49.8,5018.1,3948.4,-14.1,1247909.8,4159699.2
"552","Energy",48.9,4835,2944.6,-3.6,1190451.8,3968172.7
"553","Retail",68.9,1228.3,1097.6,-7.8,41102.3,82204.6
"554","Retail",67.1,1184,885.2,-3.6,40612.7,81225.5
"555","Retail",68.1,1142.8,1704.5,-3.5,37124.7,74249.4
"556","Retail",68.5,1162,1463.9,1.7,37787.7,75575.3
"557","Manufacturing",37.9,809.9,1758.2,5.8,365432,274074
"558","Manufacturing",39.1,836.9,1368.8,3.3,374444.9,280833.7
"559","Manufacturing",41.9,852.4,1585.1,1.8,374017.2,280512.9
"560","Manufacturing",39.9,959.4,1113.9,12.6,427841.5,320881.1
"561","Energy",16.4,5181.3,7992.9,13.7,1441126.5,4803755
"562","Energy",16.8,6017.2,5139.9,16.1,1634946.8,5449822.5
"563","Energy",16.2,7276.9,11462.4,20.9,1945821.7,6486072.3
"564","Energy",17.8,7528.4,8699.6,3.5,1963236.4,6544121.3
"565","Finance",65.6,2433.8,1538.1,7,12294,24588.1
"566","Finance",65.2,2736.9,1409.4,12.5,13745.2,27490.5
"567","Finance",65.4,2830,4031,3.4,14191.7,28383.4
"568","Finance",66.1,2921.6,3477.7,3.2,15075,30150
"569","Consumer Goods",70.5,1475.1,3902.3,10.8,216618.9,173295.1
"570","Consumer Goods",73.7,1328.4,3968.5,-9.9,183846,147076.8
"571","Consumer Goods",74.9,1307.3,5621.4,-1.6,173098,138478.4
"572","Consumer Goods",76.5,1370.7,4369.4,4.8,180582.6,144466.1
"573","Utilities",52.8,1459.3,458.1,4,777758.3,1244413.3
"574","Utilities",55.9,1558.3,570.7,6.8,811208.9,1297934.3
"575","Utilities",57,1530.6,310.8,-1.8,782692.5,1252308
"576","Utilities",58,1779.3,699.6,16.3,917618.5,1468189.6
"577","Energy",39.1,5966.7,20023.4,-1,2002900.7,6676335.5
"578","Energy",40.6,6338.8,27525.1,6.2,2088905.3,6963017.6
"579","Energy",40.1,7728.5,54321.7,21.9,2575090.7,8583635.6
"580","Energy",40.8,9456.7,55981.8,22.4,3116176.8,10387255.9
"581","Consumer Goods",48.3,982.8,3158.3,7.9,222447,177957.6
"582","Consumer Goods",50.6,1083,2068.3,10.2,244020.5,195216.4
"583","Consumer Goods",51.5,1117,5037.5,3.1,250962.3,200769.9
"584","Consumer Goods",50.8,1017.1,2187.2,-9,230447.3,184357.9
"585","Energy",49,7656.4,1967.5,-3.5,1983813.5,6612711.6
"586","Energy",49.7,6580.6,1986.3,-14.1,1682448.5,5608161.5
"587","Energy",49.3,5920.4,3844.1,-10,1544873.6,5149578.6
"588","Energy",49.8,5877.7,7300.3,-0.7,1527459.3,5091530.9
"589","Healthcare",46.6,14850.6,10003.9,13.3,1263411.3,1263411.3
"590","Healthcare",47.6,16701.4,62782.1,12.5,1403185,1403185
"591","Healthcare",46.7,17016.9,20766.4,1.9,1452834.4,1452834.4
"592","Healthcare",50.3,19327.6,48884.3,13.6,1582140,1582140
"593","Technology",53.8,16770.3,47523,18.2,292919.2,488198.6
"594","Technology",56.1,21151,70650.1,26.1,357275.3,595458.8
"595","Technology",55.6,23516.2,68407.1,11.2,392893.3,654822.1
"596","Technology",55.8,26430.6,72081.9,12.4,450407.6,750679.4
"597","Manufacturing",67.1,2763.9,8384,0.2,1001153.7,750865.3
"598","Manufacturing",68.8,2583.2,1522.7,-6.5,914491.1,685868.3
"599","Manufacturing",71.1,2411.5,11720.1,-6.6,832202.6,624152
"600","Manufacturing",72.1,2485.5,9065.1,3.1,846400.9,634800.7
"601","Healthcare",36.4,10424.2,10375.2,8.7,939667.4,939667.4
"602","Healthcare",36.2,11028.4,7631.1,5.8,990741.6,990741.6
"603","Healthcare",38.6,13106.9,459,18.8,1135677.8,1135677.8
"604","Healthcare",39.5,14651.3,60950.1,11.8,1250007,1250007
"605","Technology",65.8,25661.6,218048.3,6,390326,650543.3
"606","Technology",66.4,26078.3,258855.5,1.6,391174.9,651958.2
"607","Technology",66.3,23609,217726.5,-9.5,354135.4,590225.7
"608","Technology",66.8,22132.7,135427.5,-6.3,334122.9,556871.5
"609","Consumer Goods",60.8,918.9,2966.1,2.6,201011.6,160809.3
"610","Consumer Goods",60.8,977.6,3352.5,6.4,212410.8,169928.6
"611","Consumer Goods",61,1037.2,4440.9,6.1,225191.4,180153.2
"612","Consumer Goods",64.1,1132.2,3314.3,9.2,237675.5,190140.4
"613","Manufacturing",48.6,3850.7,6644,2.3,1394994.7,1046246
"614","Manufacturing",49.2,3660.7,5560.2,-4.9,1330450.5,997837.9
"615","Manufacturing",50.9,3648.4,2778.8,-0.3,1295083.3,971312.5
"616","Manufacturing",51.3,3573.5,6980.1,-2.1,1254892.6,941169.5
"617","Finance",66.7,6863.1,8345.8,1.6,49294.7,98589.5
"618","Finance",66.6,6986.7,4286.1,1.8,49364.7,98729.3
"619","Finance",66.8,7670.1,5162.7,9.8,54329.9,108659.8
"620","Finance",67.9,8538.9,6630.4,11.3,58334.8,116669.5
"621","Technology",59.1,8080.4,8017.6,-0.4,123736,206226.7
"622","Technology",58.8,8350.5,5607.1,3.3,126487.2,210812
"623","Technology",60.5,8366.4,4532.1,0.2,125495.6,209159.3
"624","Technology",60.2,8293.8,7778,-0.9,124406.3,207343.8
"625","Consumer Goods",94.7,4760.4,19313.6,-6.6,606731.1,485384.9
"626","Consumer Goods",94.7,5476.3,22308.5,15,717509.3,574007.4
"627","Consumer Goods",94.1,6114.3,27254.5,11.7,820414.5,656331.6
"628","Consumer Goods",95.4,6055.5,21083.4,-1,766314.8,613051.8
"629","Energy",57,11825,26914.3,18.8,3556362.9,11854542.9
"630","Energy",55.6,14060.2,22285.7,18.9,4292736.3,14309120.9
"631","Energy",56.8,14790.2,27225.2,5.2,4414682.4,14715608.2
"632","Energy",57.3,15874.9,27013.9,7.3,4670499.7,15568332.3
"633","Consumer Goods",72,1270.6,1532.7,3.5,265143.6,212114.9
"634","Consumer Goods",72.3,1304,1610.5,2.6,268777,215021.6
"635","Consumer Goods",74,1427.7,2039.7,9.5,299521.1,239616.9
"636","Consumer Goods",72.5,1508.5,2233,5.7,316756.2,253405
"637","Utilities",51.2,1546.5,1831.4,12.9,650080.2,1040128.3
"638","Utilities",50,1650.5,2006.4,6.7,700597.1,1120955.3
"639","Utilities",51.6,1608.5,2372.3,-2.5,677271.3,1083634.1
"640","Utilities",51.8,1715.1,1604.3,6.6,720000.3,1152000.5
"641","Technology",72.8,4501,35703.7,5.7,74742.3,124570.5
"642","Technology",74.2,4689.2,35970,4.2,78869.6,131449.3
"643","Technology",74.8,4857.2,22494.5,3.6,80211.1,133685.2
"644","Technology",75.6,4883.4,34342.4,0.5,82219.1,137031.8
"645","Technology",70.4,52703.4,64552.8,6.9,790550.5,1317584.2
"646","Technology",70.2,57339.1,88013.8,8.8,860086.2,1433477.1
"647","Technology",70.1,63586,197082.3,10.9,960307,1600511.7
"648","Technology",70.8,70943.6,186676.7,11.6,1064154.5,1773590.8
"649","Energy",53.8,1830.6,7363.1,1.1,563980.8,1879936.1
"650","Energy",56,1886.4,8899.4,3.1,577370.9,1924569.6
"651","Energy",55.5,2017,1309.3,6.9,615037.4,2050124.8
"652","Energy",56.6,1893.8,975.7,-6.1,579084,1930280
"653","Retail",67.8,653.9,1333.3,16.1,25616.3,51232.5
"654","Retail",69,669.2,642.9,2.3,25429.5,50859.1
"655","Retail",69.7,661.4,814.6,-1.2,24573.6,49147.2
"656","Retail",69.8,698.8,1002.2,5.7,26055.8,52111.6
"657","Manufacturing",34.3,3321.8,3232.5,19.1,1389478.9,1042109.1
"658","Manufacturing",36.1,3167.3,2509.2,-4.7,1311653.5,983740.1
"659","Manufacturing",37.2,3213,2530.6,1.4,1325533.2,994149.9
"660","Manufacturing",38.7,3270.8,4256,1.8,1361768.9,1021326.7
"661","Energy",53,1124.4,2127.6,-1.7,311390.3,1037967.7
"662","Energy",52.6,1166.2,6799.1,3.7,320372.3,1067907.8
"663","Energy",52.2,929.5,3635.2,-20.3,263129.2,877097.5
"664","Energy",51.1,896.5,6077.3,-3.5,247601.3,825337.7
"665","Energy",44.9,10812.2,2067.2,11.4,3512553,11708509.9
"666","Energy",45.4,12884.8,35503.5,19.2,4157337.9,13857792.9
"667","Energy",45.6,15011.2,9733,16.5,4817979.7,16059932.2
"668","Energy",46.6,20645.2,7903.5,37.5,6606031.7,22020105.5
"669","Healthcare",81.3,2630.9,14953.3,0.9,134739,134739
"670","Healthcare",83,2546.6,13597.2,-3.2,128173.9,128173.9
"671","Healthcare",83.6,2539.8,17569.8,-0.3,126989.4,126989.4
"672","Healthcare",83.8,2673.6,16945.5,5.3,133681.8,133681.8
"673","Consumer Goods",57.7,1177.7,1226.2,16.5,225084.1,180067.3
"674","Consumer Goods",56.8,1172.3,816.3,-0.5,230943,184754.4
"675","Consumer Goods",58.3,1320.7,102.2,12.7,249952.5,199962
"676","Consumer Goods",58.2,1570.1,143.2,18.9,300225.9,240180.8
"677","Energy",47.2,574.6,457.8,-5.1,179025.9,596753.1
"678","Energy",48.5,497.5,2390.2,-13.4,153052.1,510173.8
"679","Energy",49.9,451.4,1283.3,-9.3,134497.7,448325.7
"680","Energy",51.5,443.9,1357.2,-1.7,130761.5,435871.8
"681","Utilities",54.7,772.2,767.3,4.1,376403.3,602245.3
"682","Utilities",54.1,800,739.8,3.6,391447.5,626315.9
"683","Utilities",55.5,864,1200.5,8,417655.2,668248.4
"684","Utilities",55,899.6,1359.2,4.1,426478.8,682366.1
"685","Energy",42.4,7504.2,12381.1,-3.8,2294228.4,7647427.9
"686","Energy",43.9,7537.8,25578.3,0.4,2226235.5,7420784.9
"687","Energy",46.1,7369.3,10801.8,-2.2,2093159.6,6977198.7
"688","Energy",46.9,7392.3,11993.9,0.3,2071070.4,6903567.9
"689","Transportation",56.7,859.5,3455.2,-3.1,87819.4,526916.2
"690","Transportation",58,989.6,560.6,15.1,101420.1,608520.8
"691","Transportation",58.9,1013.1,230.1,2.4,102467.4,614804.6
"692","Transportation",60.3,1023.4,122.4,1,100823.6,604941.7
"693","Transportation",19.8,330,1417.7,-0.4,35999,215994
"694","Transportation",20.5,300.3,172.9,-9,31866.7,191200.4
"695","Transportation",18.5,238.9,932.4,-20.4,25394.1,152364.6
"696","Transportation",21.9,223.6,644.4,-6.4,23413.6,140481.6
"697","Finance",59.8,8321.9,4071.9,17.9,41609.6,83219.2
"698","Finance",60.2,8836.1,7479,6.2,44180.3,88360.7
"699","Finance",60.5,10281.9,3345.6,16.4,51409.4,102818.8
"700","Finance",59.4,11141.7,8356,8.4,55708.5,111416.9
"701","Healthcare",80.8,3095.3,12696.8,9.9,189529.5,189529.5
"702","Healthcare",79,3235.3,6678.5,4.5,204376,204376
"703","Healthcare",79.3,3522.2,9491.6,8.9,225022.1,225022.1
"704","Healthcare",79.4,3654.2,7585.8,3.7,228840.2,228840.2
"705","Manufacturing",49.3,2367.5,7919.6,3.4,896341.7,672256.3
"706","Manufacturing",49.3,2513.1,6381.8,6.2,939531.9,704648.9
"707","Manufacturing",47.2,2620.3,12394.4,4.3,958441.7,718831.3
"708","Manufacturing",48.2,2639.9,7598.4,0.7,949200.3,711900.2
"709","Transportation",26.3,4242,4487.3,22.2,430630.3,2583781.6
"710","Transportation",26.4,5076.5,5629.1,19.7,507387.5,3044325
"711","Transportation",28.6,6326.9,7210.4,24.6,615258.1,3691548.3
"712","Transportation",29.6,6860,3107.4,8.4,657055.1,3942330.7
"713","Finance",88.5,2069.9,3974.6,-7.1,11735.3,23470.5
"714","Finance",90.5,2102.5,2998.8,1.6,11578.9,23157.8
"715","Finance",91.1,2201.5,4989,4.7,11469.5,22939
"716","Finance",91.9,2534,4746.9,15.1,12976.8,25953.7
"717","Utilities",52.9,1308.8,2321.4,3,555465.3,888744.5
"718","Utilities",53.6,1344.3,3215.4,2.7,557755.2,892408.2
"719","Utilities",54.4,1301.3,2639.4,-3.2,522840.3,836544.5
"720","Utilities",54.8,1366.7,2425.5,5,542724.1,868358.6
"721","Finance",73.6,2852,14639.3,7.9,18425.2,36850.4
"722","Finance",75.1,3108.3,9105.8,9,20041,40082.1
"723","Finance",75.5,3269,9182.9,5.2,21478.2,42956.4
"724","Finance",79,3865.3,10809.1,18.2,24954.7,49909.3
"725","Manufacturing",67.9,3377.1,3011.1,14.3,1302001.4,976501.1
"726","Manufacturing",68.3,3139,3620.8,-7.1,1197879.1,898409.3
"727","Manufacturing",69.5,3163.7,6106.3,0.8,1210192.2,907644.2
"728","Manufacturing",70,3164.3,7381.5,0,1212109.8,909082.3
"729","Retail",59.6,775.3,1302.1,-6.4,30010.7,60021.4
"730","Retail",60.7,711.7,964.9,-8.2,27060.7,54121.3
"731","Retail",61.5,807.3,761.7,13.4,30468.3,60936.5
"732","Retail",61.6,791.8,406.4,-1.9,30030.6,60061.3
"733","Utilities",64.3,1137.5,979.1,13.7,552745.9,884393.5
"734","Utilities",66.9,972.5,1120.1,-14.5,460592.8,736948.5
"735","Utilities",67.3,951,933.1,-2.2,439497.1,703195.4
"736","Utilities",68.3,1046.7,884.2,10.1,484928.6,775885.7
"737","Transportation",17.7,505.4,1609,11.6,57642.7,345856
"738","Transportation",16,665.3,1951.5,31.6,74964.7,449788.2
"739","Transportation",16.8,764.6,3199.1,14.9,84102.4,504614.5
"740","Transportation",16.5,793.8,3335.6,3.8,88235.1,529410.8
"741","Manufacturing",25.8,3568.8,5641.8,-10.6,1675216.5,1256412.4
"742","Manufacturing",25.9,3513.7,3066,-1.5,1628043,1221032.3
"743","Manufacturing",28.1,3280.7,1454.3,-6.6,1476630.5,1107472.9
"744","Manufacturing",28.9,2602.3,1343.3,-20.7,1164502.4,873376.8
"745","Utilities",42.2,3113.2,9726.1,4.6,1160321.5,1856514.4
"746","Utilities",42.8,3552.3,8160.6,14.1,1283267.8,2053228.5
"747","Utilities",42.6,3720.1,7768.2,4.7,1356628.8,2170606.1
"748","Utilities",44.2,3806.3,10536.5,2.3,1333678.7,2133885.9
"749","Consumer Goods",54.1,4436.9,6836.2,1.7,768994.7,615195.8
"750","Consumer Goods",53.5,5552.7,4812.6,25.1,973982.2,779185.8
"751","Consumer Goods",51.8,5946.8,4720.5,7.1,1061140.4,848912.3
"752","Consumer Goods",51.5,6856.4,3816.6,15.3,1201469.8,961175.8
"753","Healthcare",50.9,2268.1,5515.2,5.6,168736.8,168736.8
"754","Healthcare",52.2,2413.9,4953.5,6.4,181771.2,181771.2
"755","Healthcare",52.3,2425.3,3541.5,0.5,174706.4,174706.4
"756","Healthcare",52.8,2345.5,1323.6,-3.3,172804.8,172804.8
"757","Technology",73.9,4379.1,14672,5.8,75771,126285
